"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"1417",2003,1203,71.37931,0.438452,0.339921,0.675393,13.793103,22.758621,13.275862,16.344828,6.448276,3.172414,20.517241,0.413793
"1418",2004,1203,75.344828,0.465704,0.349398,0.715611,13.068966,23,15.103448,15.724138,8.37931,3.413793,19.172414,0.62069
"1419",2005,1203,77.241379,0.477151,0.361949,0.703102,13.034483,23.655172,16.034483,14.965517,9.793103,4.275862,17.37931,0.758621
"1420",2006,1203,78.964286,0.472024,0.354565,0.641457,13.821429,24.357143,17.321429,14.142857,9.428571,4.678571,17.892857,0.928571
"1421",2007,1203,71.064516,0.463164,0.372506,0.704778,12.096774,21.903226,14.709677,13.677419,9.322581,4.419355,18.870968,0.741935
"1422",2008,1203,63.423077,0.412921,0.327519,0.68623,12.384615,23.307692,12.346154,15,6.384615,3.346154,18.538462,0.346154
"1423",2009,1203,66.178571,0.438679,0.362222,0.67951,11.357143,23.892857,12.642857,14.678571,5.928571,4.571429,19.321429,0.357143
"1424",2010,1203,70.233333,0.434908,0.331858,0.650655,13.766667,24.833333,12.8,14.333333,7.833333,3.566667,20.966667,0.533333
"1425",2011,1203,64.870968,0.414918,0.336414,0.626935,13.258065,22.258065,11.967742,12.774194,6.419355,3.967742,18.354839,0.548387
"1426",2012,1203,61.967742,0.424928,0.325758,0.663951,12.419355,20.548387,12.322581,13.16129,6.612903,3.709677,17.741935,0.322581
"1427",2013,1203,66.266667,0.440964,0.27907,0.656716,13.366667,24.266667,13.433333,15.966667,7.766667,4.9,17.6,0.433333
"1428",2014,1203,73.40625,0.463554,0.368526,0.653659,11.8125,25.5625,14.15625,13.0625,7.0625,4.15625,18.09375,0.75
"1429",2015,1203,67.181818,0.440994,0.350394,0.681429,12.121212,24.757576,11.727273,12.363636,5.484848,3.939394,15.787879,0.636364
"1430",2016,1203,75.242424,0.443565,0.368167,0.756614,11.848485,26.030303,14.030303,11.333333,6,3.333333,16.424242,0.69697
"1431",2017,1203,69.787879,0.421342,0.371429,0.750367,11.454545,25.454545,13.272727,13.121212,5.393939,3.878788,15.515152,0.575758
"1432",2003,1204,75.576923,0.458891,0.355556,0.641476,13.5,22.923077,13.615385,15.807692,7.384615,3.692308,19.423077,0.5
"1433",2004,1204,78.846154,0.425329,0.335702,0.690363,14.346154,23.692308,16.615385,16.192308,10.884615,4.153846,22.692308,0.692308
"1434",2005,1204,79.592593,0.423272,0.324176,0.722481,13.703704,25.481481,14.592593,15.62963,9.777778,4.407407,23.111111,0.518519
"1435",2006,1204,76.407407,0.45575,0.392544,0.704762,12.111111,23.555556,15.148148,15.703704,8.333333,3.925926,20.37037,0.666667
"1436",2007,1204,67.37931,0.444511,0.345588,0.60644,12.413793,24.034483,13.206897,16.413793,6.896552,3.241379,19.965517,0.448276
"1437",2008,1204,74.166667,0.449587,0.345489,0.662921,13.866667,23.1,15.2,14.1,8.966667,4,19.866667,0.6
"1438",2009,1204,69.586207,0.429237,0.341137,0.660194,11.827586,21.827586,11.413793,14.689655,6.758621,2.37931,19.896552,0.241379
"1439",2010,1204,68.866667,0.420222,0.382456,0.671031,11.166667,18.766667,13.466667,15.9,7.8,3.233333,21.966667,0.233333
"1440",2011,1204,62.482759,0.435863,0.324051,0.678383,9.896552,19.724138,11.517241,17.724138,8.413793,2.517241,22.275862,0.068966
"1441",2012,1204,65.357143,0.458165,0.342593,0.665298,9.25,21.571429,11.964286,14.892857,7.535714,2.25,19.285714,0.464286
"1442",2013,1204,60.774194,0.407041,0.331373,0.692845,10.451613,21.387097,9.290323,12.677419,6.741935,2.16129,17.83871,0.387097
"1443",2014,1204,68.290323,0.426843,0.329688,0.661466,10.903226,23.709677,8.903226,11.967742,6.16129,1.677419,17.225806,0.387097
"1444",2015,1204,66.777778,0.413839,0.31877,0.660584,11.740741,23.925926,10.703704,12,6.962963,3,17.444444,0.678571
"1445",2016,1204,73.551724,0.402056,0.333333,0.709531,11.689655,23.413793,10.37931,11.448276,6.724138,2.344828,22.310345,0.413793
"1446",2017,1204,74.833333,0.440281,0.371314,0.674419,9.333333,24.566667,10.166667,12.033333,6.466667,3.033333,20,0.533333
"1447",2003,1205,67.214286,0.395179,0.299329,0.699438,12.535714,25.75,15.428571,16.464286,6.75,2.964286,18.428571,0.142857
"1448",2004,1205,66.111111,0.409091,0.333333,0.725594,11.962963,23.481481,14.592593,16.407407,6.296296,2.407407,17.703704,0.259259
"1449",2005,1205,71.25,0.426259,0.321429,0.709302,13.107143,24.642857,14.071429,15.357143,7.857143,2.928571,17.107143,0.571429
"1450",2006,1205,69.034483,0.453242,0.357388,0.760626,11.103448,23.241379,14.586207,16.103448,6.310345,3.448276,17.448276,0.586207
"1451",2007,1205,63.172414,0.411691,0.347889,0.640271,10.689655,20.724138,13.344828,16.068966,7.241379,2.862069,19.310345,0.275862
"1452",2008,1205,76.322581,0.441786,0.357644,0.664201,11.645161,25.935484,16.741935,15.645161,7.258065,2.709677,22.935484,0.483871
"1453",2009,1205,73.148148,0.425455,0.348315,0.680769,13.148148,24.259259,15.814815,14.703704,7.185185,1.814815,20.148148,0.37037
"1454",2010,1205,67.076923,0.409825,0.341699,0.657143,11.730769,23.269231,13.461538,17.961538,6.153846,2.076923,20.730769,0.192308
"1455",2011,1205,61.033333,0.410336,0.328125,0.641584,10.766667,22.266667,10.033333,14.866667,6.9,2.2,19,0.3
"1456",2012,1205,64.166667,0.406213,0.302083,0.666099,12.7,23.666667,10.7,14.033333,6.566667,2.233333,19.4,0.333333
"1457",2013,1205,64.566667,0.417024,0.329435,0.714789,12.266667,22.466667,12.1,13.3,7.233333,2.5,17.133333,0.6
"1458",2014,1205,71.233333,0.432464,0.325431,0.695775,12.2,22.866667,14.2,12.4,7.5,3.033333,18.9,0.5
"1459",2015,1205,73,0.435868,0.344538,0.674809,10.8,23.5,15.4,12,6.3,2,16.333333,0.533333
"1460",2016,1205,71.433333,0.409818,0.335172,0.654028,12.6,24.6,11.866667,13.133333,7.166667,3.033333,20.366667,0.466667
"1461",2017,1205,74.866667,0.465487,0.376258,0.634565,10.9,26.066667,13.566667,14.766667,8.666667,3.4,20.833333,0.533333
"1462",2003,1206,64.071429,0.423077,0.304136,0.678756,12.928571,23.464286,11.714286,15.678571,7.607143,2.214286,16.928571,0.571429
"1463",2004,1206,72.866667,0.444769,0.337349,0.679245,11.566667,24.133333,14.4,15.766667,8.6,3.033333,18.1,0.7
"1464",2005,1206,73.344828,0.447689,0.363309,0.694785,11.344828,22.965517,14.413793,12.37931,7.931034,3.172414,17.206897,0.551724
"1465",2006,1206,69.4,0.483709,0.351779,0.667904,10.1,24.8,15.166667,13.2,7.3,3.533333,15.4,0.766667
"1466",2007,1206,63.333333,0.462529,0.341682,0.643145,9.909091,22.727273,14.030303,12.272727,5.909091,2.575758,14.848485,0.545455
"1467",2008,1206,69.878788,0.469494,0.351916,0.704185,9.969697,24.454545,13.242424,11.969697,5.575758,3.212121,15.484848,0.69697
"1468",2009,1206,66.125,0.448059,0.331384,0.640545,11.71875,24.5625,11.59375,11.96875,6.09375,3.125,15.71875,0.6875
"1469",2010,1206,66.096774,0.435882,0.340564,0.641618,11.290323,23.129032,11.580645,13.548387,6.483871,3.870968,17.322581,0.548387
"1470",2011,1206,73.34375,0.473985,0.396679,0.689956,10.59375,24.5,14.3125,10.9375,6.75,3.3125,17.15625,0.8125
"1471",2012,1206,70.393939,0.463087,0.331915,0.698087,11.151515,25.272727,12.939394,15.242424,6.787879,4.939394,19.69697,0.727273
"1472",2013,1206,66.75,0.437075,0.348643,0.716443,11.53125,22.78125,12.25,13.25,7.34375,2.9375,20.5625,0.5625
"1473",2014,1206,69.483871,0.439791,0.351724,0.708696,10.935484,23.612903,10.935484,13.580645,5.258065,3.483871,20.935484,0.354839
"1474",2015,1206,63.233333,0.41625,0.315657,0.667678,12.666667,23.233333,9.8,14.333333,5.866667,3.566667,20.6,0.266667
"1475",2016,1206,66.875,0.40572,0.29202,0.670769,13.09375,29.375,10.25,12.71875,2.875,3.71875,17.875,0.34375
"1476",2017,1206,74.09375,0.448991,0.343195,0.748641,11.15625,29.125,11.6875,13.21875,4.90625,2.5625,16.75,0.59375
"1477",2003,1207,76.310345,0.429854,0.327711,0.733513,14.034483,25.517241,15.517241,15.931034,9.482759,6.310345,22.206897,0.517241
"1478",2004,1207,67.25,0.409795,0.345455,0.713787,12.678571,21.142857,13.214286,15.142857,10.107143,3.535714,18.821429,0.464286
"1479",2005,1207,64.034483,0.450617,0.357964,0.701944,10.586207,20.206897,14,13.896552,6.896552,4.551724,17.310345,0.586207
"1480",2006,1207,66.666667,0.471785,0.360627,0.704365,10.7,21.9,15.533333,11.733333,6.033333,3.533333,14.933333,0.7
"1481",2007,1207,68.46875,0.50646,0.36612,0.717687,10.75,22.53125,14.34375,13.75,5.21875,5.03125,16.5,0.8125
"1482",2008,1207,69.71875,0.486077,0.380303,0.66548,9.90625,25.09375,15.6875,13.21875,7.125,4.9375,17.53125,0.84375
"1483",2009,1207,69.2,0.466102,0.330309,0.711656,10.133333,22.966667,13.666667,14.6,7.966667,4,17.8,0.533333
"1484",2010,1207,73.242424,0.49829,0.387833,0.712098,9.666667,23.69697,15.454545,13.787879,7.030303,4.727273,16.909091,0.69697
"1485",2011,1207,71.032258,0.477892,0.360331,0.731532,10.064516,23.645161,15.129032,13.419355,6.129032,4.451613,18.612903,0.677419
"1486",2012,1207,68.433333,0.458386,0.343096,0.696,11.3,25.033333,13.5,12.6,6.233333,4.866667,17.833333,0.733333
"1487",2013,1207,64.580645,0.456174,0.357564,0.680484,9.225806,23.709677,14.806452,12.677419,7.548387,3.83871,16.870968,0.806452
"1488",2014,1207,70.225806,0.459509,0.326693,0.716273,10.129032,23.451613,13.129032,11.870968,5.903226,4.322581,21.83871,0.548387
"1489",2015,1207,70.709677,0.454545,0.347409,0.701923,11.193548,23.935484,13.16129,12.645161,7.741935,4.903226,20.193548,0.677419
"1490",2016,1207,73.636364,0.441335,0.338961,0.75142,9.575758,26.212121,14.909091,13.393939,5.454545,4.424242,22.878788,0.454545
"1491",2017,1207,74.03125,0.460924,0.349153,0.732262,9.53125,26.125,15,14.1875,5.46875,4.59375,21,0.4375
"1492",2003,1208,79.185185,0.464135,0.380252,0.714041,12.814815,24.592593,17.925926,11.555556,7.62963,4.37037,17.185185,0.703704
"1493",2004,1208,66.241379,0.424202,0.336016,0.703976,12.965517,21.758621,13.137931,15.241379,8.137931,3.241379,19.206897,0.551724
"1494",2005,1208,60.107143,0.39527,0.298828,0.633803,11.142857,20.821429,9.678571,15.25,7.464286,3.285714,19.607143,0.285714
"1495",2006,1208,70.333333,0.431121,0.340391,0.651376,13.133333,21.7,12.566667,15.466667,9.066667,4.466667,19.533333,0.5
"1496",2007,1208,74.4,0.457944,0.375394,0.662626,14.1,24.133333,14.633333,15.666667,8.8,4.566667,17.466667,0.566667
"1497",2008,1208,67.935484,0.426257,0.325664,0.672326,13.677419,24.741935,11.322581,14.83871,6.677419,3.387097,18.129032,0.5
"1498",2009,1208,64.90625,0.412052,0.341709,0.638489,12.625,24.96875,13.03125,17.375,7.28125,3.8125,16.71875,0.375
"1499",2010,1208,68.645161,0.45613,0.365854,0.717629,12.419355,23.612903,13.709677,15.193548,6.032258,4.677419,16.225806,0.451613
"1500",2011,1208,68.8125,0.451467,0.34009,0.695988,12.375,25.34375,15.1875,13.40625,6.5,5.03125,16.5,0.65625
"1501",2012,1208,60.9375,0.395429,0.311728,0.686792,10.875,22.40625,10.96875,10.375,6.21875,3.6875,17.3125,0.46875
"1502",2013,1208,60.8125,0.408478,0.357414,0.694286,10.40625,24.96875,11.59375,14.5625,5.625,4.15625,16.90625,0.46875
"1503",2014,1208,69.03125,0.43898,0.35022,0.67713,11.78125,25.34375,10.25,12.65625,4.96875,4.65625,18.875,0.59375
"1504",2015,1208,68.34375,0.435146,0.343511,0.68875,10.875,27.15625,12.59375,12.75,5.59375,4.65625,18.40625,0.65625
"1505",2016,1208,70.09375,0.420339,0.366071,0.702427,11.65625,27.53125,12.375,13.4375,4.875,5.21875,20.9375,0.59375
"1506",2017,1208,71.25,0.43722,0.320641,0.756757,9.8125,27.40625,12.59375,13.25,5.375,3.75,19,0.5625
"1507",2003,1209,73.214286,0.45322,0.334638,0.710092,11.5,22.178571,13.285714,14.535714,7.607143,4.928571,17.142857,0.464286
"1508",2004,1209,73.518519,0.466057,0.34334,0.724806,12.037037,24.259259,15.740741,15.37037,7.259259,3.666667,18.444444,0.666667
"1509",2005,1209,70.035714,0.424354,0.363636,0.705021,11.178571,22.892857,12.857143,13.071429,6.321429,4.714286,17.25,0.464286
"1510",2006,1209,65.103448,0.413922,0.348708,0.658887,11.586207,20.965517,12.103448,14.103448,6.517241,3.655172,18.758621,0.241379
"1511",2007,1209,64.290323,0.429467,0.363636,0.656296,10.774194,23,10.935484,15.83871,5.709677,3.16129,16.612903,0.354839
"1512",2008,1209,61.566667,0.422446,0.370062,0.642578,12.1,20.7,10.5,15,6.9,2.266667,18.766667,0.3
"1513",2009,1209,59.333333,0.415617,0.318008,0.616352,10.466667,21.5,11.2,12.5,6.933333,2.5,17.733333,0.333333
"1514",2010,1209,61.806452,0.418033,0.32439,0.684008,13.096774,20.225806,11.032258,13.354839,6.967742,3.225806,18.935484,0.354839
"1515",2011,1209,61.903226,0.421838,0.349609,0.593807,12.451613,23.129032,13.032258,14.935484,6.483871,4.774194,21.225806,0.387097
"1516",2012,1209,67.65625,0.435714,0.316699,0.656101,11.46875,24.53125,12.625,11.625,9.28125,5.25,16.09375,0.65625
"1517",2013,1209,67.6,0.435534,0.357143,0.717314,9.666667,21.7,11.266667,11.633333,7.7,4.1,17.166667,0.466667
"1518",2014,1209,77.533333,0.469472,0.384486,0.769461,8.066667,23.066667,13.466667,8.066667,7.966667,4.633333,17.433333,0.741935
"1519",2015,1209,71.677419,0.479017,0.323144,0.734568,9.290323,23.322581,13.483871,10.741935,8.967742,4.290323,18.516129,0.71875
"1520",2016,1209,65.035714,0.437838,0.348259,0.693694,8,22.678571,11.607143,11.928571,6.535714,2.964286,19.321429,0.5
"1521",2017,1209,72.8,0.467723,0.35313,0.643478,10,25.233333,11.866667,13.966667,6.766667,4.033333,20.433333,0.6
"1522",2003,1210,74.071429,0.446608,0.347162,0.677365,14.035714,24.75,15.571429,15.178571,8.071429,5.357143,18.571429,0.5
"1523",2004,1210,78.0625,0.470021,0.374194,0.692935,11.375,26.09375,15.78125,15.46875,8.84375,4.84375,21.21875,0.71875
"1524",2005,1210,74.931034,0.459635,0.333977,0.682171,12.517241,26.758621,15.241379,15.517241,8.275862,5.310345,19.896552,0.633333
"1525",2006,1210,71.857143,0.459577,0.385965,0.666667,13.357143,23.857143,14.678571,17.821429,8.714286,4.142857,21.75,0.392857
"1526",2007,1210,79.096774,0.492424,0.374291,0.683465,13.677419,22.612903,15.483871,15.870968,10,3.548387,20.709677,0.645161
"1527",2008,1210,77.5625,0.471436,0.372174,0.700139,11.59375,22.375,15,15.3125,8.28125,3.5,22.46875,0.46875
"1528",2009,1210,71.225806,0.436296,0.323171,0.630075,13.032258,26.032258,14.903226,16.83871,8.258065,4.967742,19.612903,0.387097
"1529",2010,1210,72.875,0.454839,0.366224,0.639485,13.71875,26.6875,13.78125,16.3125,7.90625,5.53125,18.625,0.636364
"1530",2011,1210,67.806452,0.405391,0.2986,0.689304,12.709677,22.806452,13.16129,13.677419,9.580645,4.064516,20.612903,0.419355
"1531",2012,1210,60.193548,0.42709,0.311637,0.653928,10.967742,24.096774,10.967742,14.451613,5.193548,4.903226,16.548387,0.354839
"1532",2013,1210,64.290323,0.419319,0.318015,0.634731,11.806452,25.451613,12.709677,12.870968,5.870968,4.16129,16.677419,0.516129
"1533",2014,1210,66.666667,0.430969,0.315118,0.683962,11.30303,24.666667,13.151515,12.090909,5.181818,4.242424,17.757576,0.484848
"1534",2015,1210,63.290323,0.407778,0.266802,0.648214,14.322581,23.967742,11.677419,12.709677,5.709677,3.354839,16.645161,0.387097
"1535",2016,1210,73.242424,0.44523,0.349727,0.719189,13.242424,25.787879,13.424242,11.121212,4.545455,4.212121,18,0.575758
"1536",2017,1210,66.064516,0.431124,0.321343,0.677472,9.774194,26.16129,14.709677,13.709677,6.419355,5.967742,16.483871,0.516129
"1537",2003,1211,77.064516,0.470041,0.375635,0.721204,11.935484,25.322581,15.741935,14.548387,6.806452,3.516129,18.645161,0.741935
"1538",2004,1211,82.344828,0.514985,0.414474,0.756241,11.551724,27.931034,18.206897,13.551724,6.275862,3.793103,15.931034,0.931034
"1539",2005,1211,79.689655,0.506009,0.390374,0.746367,11.724138,26.448276,15.827586,13.551724,5.586207,3.448276,17.413793,0.862069
"1540",2006,1211,80.1,0.476995,0.366167,0.782609,12.6,25,14.033333,13.333333,7.266667,2.8,18.8,0.9
"1541",2007,1211,79.121212,0.487207,0.39539,0.75067,10.515152,27.090909,14.484848,14.030303,6.242424,3.575758,19.30303,0.69697
"1542",2008,1211,76.5,0.484305,0.372093,0.715084,11.21875,26.3125,14.53125,14.1875,7.5625,4.78125,17.65625,0.78125
"1543",2009,1211,78.8,0.487749,0.398564,0.708402,10.366667,27.5,15,11.433333,7.5,5,16.133333,0.833333
"1544",2010,1211,77.516129,0.493223,0.36518,0.666268,10.580645,27.354839,13.516129,13.064516,6.451613,4.096774,18.096774,0.806452
"1545",2011,1211,75.875,0.474395,0.356436,0.759459,11.46875,25.875,14.90625,13.53125,7.34375,3.625,18.6875,0.71875
"1546",2012,1211,73.967742,0.473072,0.375712,0.714844,10.967742,26.16129,13.741935,13.354839,6.806452,3.290323,15.16129,0.806452
"1547",2013,1211,76.8125,0.498574,0.364469,0.711699,11.46875,25.625,14.84375,11.15625,7.875,2.78125,15.90625,0.9375
"1548",2014,1211,75.818182,0.49024,0.387372,0.710165,9.636364,26.242424,14.484848,11.242424,6.69697,3.909091,18.090909,0.818182
"1549",2015,1211,78.212121,0.518952,0.407986,0.689459,10.121212,27.545455,16.212121,10.606061,6.060606,3.272727,17.151515,0.939394
"1550",2016,1211,79.5,0.485374,0.376133,0.759819,10.46875,28.90625,13.875,11.34375,5,3,17.59375,0.78125
"1551",2017,1211,84.575758,0.517829,0.381933,0.737838,9.363636,30.939394,16.030303,11.30303,7.151515,4.454545,16.454545,0.969697
"1552",2003,1212,71.107143,0.422769,0.341847,0.698969,10.964286,25.5,13.321429,16.25,5.464286,3.964286,19.678571,0.357143
"1553",2004,1212,67.222222,0.421053,0.360082,0.615385,11.555556,23.962963,15.222222,16.555556,6.703704,2.481481,21.962963,0.333333
"1554",2005,1212,66.375,0.406031,0.341202,0.61745,11.791667,24.916667,14.208333,15.416667,6.5,3.5,21.166667,0.5
"1555",2006,1212,66.52,0.408123,0.303922,0.665957,12.92,24.24,9.8,15.68,6.76,1.6,22.16,0.48
"1556",2007,1212,63.833333,0.401465,0.305128,0.668776,12.375,24.166667,10.583333,16.958333,5.875,3,19.708333,0.416667
"1557",2008,1212,65.25,0.417803,0.334171,0.615561,12.375,25.583333,12.416667,16.75,4.416667,2.75,20.5,0.291667
"1558",2009,1212,59.571429,0.405242,0.323293,0.610548,10.25,21.785714,11.607143,15.357143,4.964286,2.714286,18.071429,0.178571
"1559",2010,1212,63.296296,0.39398,0.342733,0.689464,10.703704,22.481481,11.185185,15.666667,7.222222,2.407407,22.37037,0.222222
"1560",2011,1212,60.545455,0.380305,0.298561,0.613861,11.363636,24.909091,10.242424,15.333333,6.484848,2.757576,20.909091,0.363636
"1561",2012,1212,54.035714,0.358815,0.27512,0.687259,9.892857,22.607143,8.785714,16.035714,4.821429,3.607143,16.464286,0.142857
"1562",2013,1212,49.678571,0.361421,0.312227,0.586592,9.821429,21.392857,10.357143,17.535714,4.392857,2.285714,17.571429,NA
"1563",2014,1212,65.407407,0.407635,0.325,0.675084,10.925926,20.444444,10.259259,15.148148,5.740741,2.037037,19.074074,0.148148
"1564",2015,1212,51.111111,0.357035,0.283626,0.648184,9.814815,21.814815,7.518519,17.259259,5.296296,1.703704,19.222222,NA
"1565",2016,1212,59.321429,0.38951,0.27381,0.649206,8.785714,22.821429,8.571429,14.821429,6.25,1.785714,20.428571,0.142857
"1566",2017,1212,68.366667,0.421053,0.315068,0.658574,12.3,20.4,10.833333,14,8.533333,2.3,20.033333,0.433333
"1567",2014,1213,70.461538,0.421445,0.344231,0.743224,9.423077,25.192308,12.307692,12.653846,3.692308,2.884615,20.346154,0.461538
"1568",2015,1213,67.827586,0.443704,0.345521,0.721683,8.655172,22.137931,11.862069,11,5.206897,3.068966,19.758621,0.517241
"1569",2016,1213,75.793103,0.448113,0.366803,0.702817,11.689655,26.448276,14.551724,12,5.896552,2.413793,18.586207,0.793103
"1570",2017,1213,72.310345,0.427807,0.329843,0.661017,10.862069,26.517241,13.448276,13.034483,7.37931,2.517241,17.62069,0.689655
"1571",2003,1214,71.466667,0.454002,0.3213,0.660741,12.666667,23.466667,14.633333,17.7,8.433333,3.7,22.633333,0.633333
"1572",2004,1214,68.566667,0.434915,0.341085,0.673134,12.166667,23.9,11.4,17.7,6.433333,3,22.633333,0.433333
"1573",2005,1214,65.766667,0.437032,0.335601,0.613043,12.433333,23.633333,11.933333,17.4,8.266667,2.666667,19.4,0.566667
"1574",2006,1214,66.806452,0.41812,0.31685,0.620482,13.774194,25.451613,12.354839,16.225806,7.645161,3.064516,20.870968,0.516129
"1575",2007,1214,68.16129,0.423054,0.302711,0.662144,13.806452,22.193548,11.806452,20.548387,9.193548,3.258065,23.225806,0.483871
"1576",2008,1214,65.166667,0.407362,0.314647,0.600796,14.533333,23.066667,11.066667,17,8.5,4,19.333333,0.6
"1577",2009,1214,57.483871,0.372788,0.263793,0.659643,13.290323,22.290323,10.709677,16.774194,8.354839,3.83871,17.451613,0.483871
"1578",2010,1214,65.6875,0.424473,0.298725,0.677778,11.5,23.0625,12.03125,15.5,8.6875,3.96875,18.46875,0.4375
"1579",2011,1214,66.903226,0.404268,0.321486,0.647059,11.096774,24.483871,11.806452,12.129032,7.322581,5.709677,18.483871,0.741935
"1580",2012,1214,64.666667,0.40259,0.286385,0.640167,12.212121,23.939394,10.666667,14.151515,6.848485,4.848485,18.393939,0.363636
